COUNTY,DATE,Housing & Shelter,Food,Utilities,Healthcare & COVID-19,Mental Health & Addictions,Employment & Income,Clothing & Household,Child Care & Parenting,Government & Legal,Transportation Assistance,Education,Disaster,Other,Total for top requests,(Housing & Shelter) Shelters,(Housing & Shelter) Low-cost housing,(Housing & Shelter) Home repair/ maintenance,(Housing & Shelter) Rent assistance,(Housing & Shelter) Mortgage assistance,(Housing & Shelter) Landlord/ tenant issues,(Housing & Shelter) Contacts,(Housing & Shelter) Other housing & shelter,(Food) Help buying food,(Food) Food pantries,(Food) Soup kitchens & Meals to-go,(Food) Feeding children,(Food) Home-delivered meals,(Food) Holiday meals,(Food) Contacts,(Food) Other food,(Utilities) Electric,(Utilities) Gas,(Utilities) Water,(Utilities) Heating fuel,(Utilities) Utility payment plans,(Utilities) Phone/internet,(Utilities) Contacts,(Utilities) Other utilities,(Healthcare & COVID-19) Health insurance,(Healthcare & COVID-19) Medical expense assistance,(Healthcare & COVID-19) Medical providers,(Healthcare & COVID-19) Dental & eye care,(Healthcare & COVID-19) Prescription medications,(Healthcare & COVID-19) Nursing homes & adult care,(Healthcare & COVID-19) Death related,(Healthcare & COVID-19) Public health & safety,(Healthcare & COVID-19) COVID testing,(Healthcare & COVID-19) COVID vaccination,(Healthcare & COVID-19) All other COVID,(Healthcare & COVID-19) Other health services,(Healthcare & COVID-19) Contacts,(Healthcare & COVID-19) Other healthcare,(Mental Health & Addictions) Substance abuse & addictions,(Mental Health & Addictions) Marriage & family,(Mental Health & Addictions) Crisis intervention & suicide,(Mental Health & Addictions) Mental health services,(Mental Health & Addictions) Mental health facilities,(Mental Health & Addictions) Other mental health & addictions,(Employment & Income) Job search,(Employment & Income) Job development,(Employment & Income) Unemployment benefits,(Employment & Income) Tax preparation,(Employment & Income) Financial assistance,(Employment & Income) Money management,(Employment & Income) Contacts,(Employment & Income) Other employment & income,(Clothing & Household) Clothing,(Clothing & Household) Personal hygiene products,(Clothing & Household) Appliances,(Clothing & Household) Home furnishings,(Clothing & Household) Thrift shops,(Clothing & Household) Seasonal/ holiday,(Clothing & Household) Contacts,(Clothing & Household) Other clothing & household,(Child Care & Parenting) Child care,(Child Care & Parenting) Parenting,(Child Care & Parenting) Family support services,(Child Care & Parenting) Other child care & parenting,(Government & Legal) Legal assistance,(Government & Legal) Child & family law,(Government & Legal) Immigration assistance,(Government & Legal) Government,(Government & Legal) Contacts,(Government & Legal) Other government & legal,(Transportation Assistance) Medical transportation,(Transportation Assistance) Public transportation,(Transportation Assistance) Automobile assistance,(Transportation Assistance) Long-distance travel,(Transportation Assistance) Ride share services,(Transportation Assistance) Bike programs,(Transportation Assistance) Contacts,(Transportation Assistance) Other transportation assistance,(Education) Early childhood education,(Education) Adult education,(Education) Literacy,(Education) ESL/ citizenship,(Education) Tutoring,(Education) School supplies,(Education) Scholarships & aid,(Education) Other education providers,(Education) Contacts,(Education) Other education,(Disaster) Food/ water,(Disaster) Housing/ shelter,(Disaster) Transportation/ fuel,(Disaster) Health/ safety,(Disaster) Financial assistance,(Disaster) Disaster relief services,(Disaster) Contacts,(Disaster) Other disaster,(Other) Agency & other contact information,(Other) Community development & enrichment,(Other) Volunteering & donations,(Other) Support & advocacy,(Other) Complaints,(Other) Special population services,(Other) Special populations,(Other) All other requests,Filled,Judgement,Population
Marinette County,Jun 2021,5,1,6,4,13,1,0,0,1,0,0,1,2,34,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,10,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,2,40391
Sauk County,Mar 2021,16,3,1,86,4,5,1,0,6,1,0,1,7,131,1,2,4,6,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,1,1,52,0,3,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,9,0,63922
Green Lake County,Jun 2021,0,0,0,1,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,18755
Iron County,May 2021,0,0,0,1,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5687
Portage County,Feb 2021,60,5,10,63,14,878,10,5,25,9,2,6,28,1115,8,17,5,25,1,4,0,0,0,5,0,0,0,0,0,0,3,4,0,1,0,1,1,0,6,3,1,1,2,3,0,3,7,26,5,3,3,0,5,1,3,5,0,0,1,0,1,873,2,0,1,0,6,0,1,3,0,0,0,0,3,1,1,0,5,2,0,5,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,10,3,3,6,0,1,0,5,6,1,70632
Lincoln County,May 2020,2,3,1,10,7,2,0,0,2,2,0,2,2,33,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,5,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,27744
Polk County,Oct 2019,28,1,8,3,5,6,1,0,0,4,0,0,8,64,7,3,1,16,1,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,8,1,43438
Douglas County,Sep 2020,6,1,4,3,1,0,1,0,3,1,0,1,1,22,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,1,43295
Lincoln County,May 2021,5,0,5,8,3,3,1,0,0,3,0,1,3,32,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,27744
Iron County,May 2020,2,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5687
Green Lake County,Jun 2020,3,2,0,3,0,1,0,0,1,0,0,0,0,10,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18755
Sauk County,Mar 2020,32,21,5,10,12,4,1,0,5,4,1,0,7,102,6,1,0,24,1,0,0,0,3,16,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,7,0,0,0,8,1,2,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,5,0,63922
Marinette County,Jun 2020,5,2,4,5,9,5,1,2,2,2,0,1,5,43,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4,0,0,5,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,14,4,40391
Kewaunee County,Apr 2020,1,1,2,1,1,0,0,0,1,0,0,0,2,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20387
Waushara County,May 2021,4,2,5,13,4,3,1,0,2,0,0,2,5,41,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,0,1,5,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,1,0,24193
Green Lake County,Apr 2021,0,0,2,3,3,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,18755
Marinette County,Apr 2021,5,0,6,19,13,1,0,0,2,0,0,2,7,55,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,2,5,2,1,7,0,6,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,2,0,1,10,1,40391
Kewaunee County,Jun 2021,3,0,2,6,2,0,0,0,0,0,0,2,0,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,20387
Burnett County,Feb 2020,1,0,0,1,8,0,0,0,0,0,0,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,15289
Polk County,Jan 2021,36,3,8,83,6,3,1,0,6,1,0,1,5,153,6,5,1,17,2,1,0,4,1,2,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,11,50,15,3,0,0,5,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,5,1,43438
Burnett County,Aug 2020,7,4,2,8,1,1,1,0,0,0,0,1,3,28,1,2,0,4,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,2,15289
Juneau County,Sep 2019,6,1,7,3,2,0,1,0,3,1,0,0,6,30,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,5,6,26478
Waukesha County,May 2020,113,24,11,268,318,10,2,2,75,4,0,7,62,896,31,22,2,49,0,9,0,0,12,11,0,0,1,0,0,0,9,0,0,0,0,2,0,0,4,3,14,1,0,16,1,20,122,0,78,7,2,0,40,0,120,157,1,0,0,0,3,6,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,12,29,0,23,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,50,1,3,2,0,0,0,6,14,0,400475
Washington County,Sep 2020,31,10,2,190,267,3,1,1,9,3,1,0,19,537,9,6,2,12,1,1,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,171,0,5,10,0,0,16,0,184,66,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,1,0,5,11,6,134925
Rock County,Sep 2020,146,17,59,94,35,23,23,1,18,16,0,10,48,490,29,20,12,66,5,13,0,1,5,10,0,0,0,0,0,2,46,0,6,0,1,3,2,1,2,1,1,2,2,12,0,16,19,0,24,15,0,0,17,0,8,10,0,0,5,0,6,2,2,1,0,7,6,11,3,3,0,0,0,0,1,0,0,0,6,4,0,5,3,0,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,14,0,5,2,8,3,0,16,31,17,162152
Winnebago County,Aug 2019,73,18,38,27,20,9,12,3,26,16,12,2,55,311,18,16,5,29,0,5,0,0,2,13,2,0,1,0,0,0,32,1,3,2,0,0,0,0,5,3,3,1,0,13,1,0,0,0,0,0,1,0,9,0,7,4,0,0,0,0,1,0,6,2,0,0,5,4,0,3,0,0,0,0,3,0,0,0,13,3,0,3,7,0,2,5,9,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,2,13,4,2,10,5,3,0,18,86,12,170411
Manitowoc County,Nov 2020,38,7,10,125,14,5,5,0,6,2,1,4,10,227,4,2,2,28,1,1,0,0,1,4,0,0,1,1,0,0,9,0,0,0,0,1,0,0,3,0,2,0,0,2,0,3,98,0,11,6,0,0,9,0,1,4,0,0,0,0,2,0,3,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,1,3,0,0,1,0,3,23,2,79185
Richland County,May 2020,4,0,4,2,3,2,0,0,1,1,0,0,1,18,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17459
Outagamie County,Mar 2021,77,7,8,421,32,30,7,1,43,8,0,2,47,683,7,30,2,29,3,5,0,1,1,5,0,0,1,0,0,0,7,1,0,0,0,0,0,0,7,6,3,7,0,14,1,1,21,160,5,13,183,0,17,1,0,14,0,0,2,0,2,16,8,1,1,0,2,1,1,2,1,0,0,0,0,1,0,0,7,5,0,3,28,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0,5,0,0,0,0,2,26,9,185700
Grant County,May 2020,12,3,9,3,4,3,2,1,1,1,0,0,5,44,2,4,0,5,0,1,0,0,3,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,3,2,51733
Dodge County,Feb 2020,11,2,3,3,8,0,2,0,5,0,0,0,6,40,3,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,20,8,87715
Waupaca County,May 2020,23,8,8,13,6,4,1,0,3,4,0,0,8,78,1,6,0,15,0,1,0,0,2,5,0,0,1,0,0,0,2,1,1,1,1,1,1,0,0,1,0,0,1,2,0,2,5,0,2,0,0,0,2,0,1,3,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,1,2,0,51245
Menominee County,Oct 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558
Oneida County,Aug 2019,17,2,6,4,1,1,1,0,5,5,1,4,8,55,2,3,5,5,1,1,0,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,5,6,0,35381
Sheboygan County,Mar 2021,21,3,12,125,17,9,1,0,7,6,0,2,9,212,6,3,1,10,0,1,0,0,2,1,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48,7,2,57,0,14,0,2,1,0,0,0,0,1,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,3,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,1,0,0,0,2,15,6,115178
Oconto County,Nov 2019,2,0,0,1,1,1,0,0,1,0,0,0,5,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,6,1,37646
Wood County,Apr 2020,55,31,16,18,17,23,6,0,8,7,0,5,35,221,13,9,3,29,0,1,0,0,5,24,0,2,0,0,0,0,11,0,1,1,0,2,1,0,1,0,4,0,3,2,0,0,0,0,8,0,0,0,11,0,4,2,0,0,1,0,1,20,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,6,1,11,2,0,0,0,15,0,0,73112
Columbia County,Nov 2020,18,6,5,14,9,1,6,1,7,0,0,0,11,78,0,3,1,11,2,1,0,0,1,4,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,3,2,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,5,5,0,57133
Dodge County,Aug 2020,34,3,6,83,18,4,1,0,3,9,2,1,13,177,5,5,0,23,0,1,0,0,0,2,0,0,1,0,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,61,0,11,7,0,0,5,0,4,9,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,0,1,1,0,2,24,5,87715
Washburn County,Jun 2021,3,2,1,13,2,1,0,0,0,1,0,1,1,25,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,15688
Vernon County,Jun 2021,1,2,0,10,4,0,0,0,3,3,0,0,15,38,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,1,0,5,4,0,30633
Wood County,Jun 2021,61,5,12,11,15,3,4,1,16,8,9,2,11,158,18,12,6,18,3,2,0,2,3,2,0,0,0,0,0,0,8,1,1,1,0,0,1,0,1,1,1,1,0,4,0,0,0,0,1,0,2,0,9,0,2,4,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,11,1,1,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,5,1,3,0,1,0,0,1,18,0,73112
Buffalo County,Jul 2020,6,1,1,2,1,2,0,0,1,0,0,1,2,17,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,13126
Sheboygan County,Dec 2020,47,13,13,97,31,2,5,0,2,2,0,1,14,227,5,9,1,31,1,0,0,0,7,5,0,0,0,1,0,0,6,1,1,1,0,2,0,2,5,0,3,1,0,2,0,1,70,2,8,5,0,0,20,0,3,7,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,7,18,10,115178
Outagamie County,Dec 2020,83,23,13,103,29,21,19,2,30,10,0,2,64,399,26,19,0,33,4,0,0,1,5,11,2,0,0,5,0,0,9,1,1,0,0,1,0,1,8,3,4,5,0,7,0,1,54,1,7,13,0,0,15,2,5,6,1,0,2,0,6,0,9,0,1,3,5,2,1,1,1,9,0,0,2,0,0,0,3,2,0,9,16,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,44,0,6,0,0,1,0,13,20,2,185700
Washburn County,Apr 2020,7,3,6,2,1,2,0,0,1,1,0,1,2,26,1,0,0,4,2,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,15688
Vernon County,Apr 2020,5,3,3,8,6,3,1,0,2,0,0,2,2,35,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,30633
Milwaukee County,May 2020,1682,2955,390,1324,2011,590,390,13,653,35,18,41,1186,11288,615,333,127,415,27,160,3,2,439,2177,153,36,147,0,0,3,313,14,1,18,1,35,4,4,73,12,126,49,14,256,21,2,0,0,736,33,1,1,234,0,466,1299,12,0,22,2,142,306,89,7,18,4,59,52,122,142,4,4,0,7,8,5,0,0,74,69,0,280,229,1,8,14,11,0,0,0,0,2,0,1,0,0,0,2,0,15,0,0,0,2,0,8,20,0,3,8,602,28,89,16,12,76,0,363,68,2,951226
