"","COUNTY","DATE","Housing & Shelter","Food","Utilities","Healthcare & COVID-19","Mental Health & Addictions","Employment & Income","Clothing & Household","Child Care & Parenting","Government & Legal","Transportation Assistance","Education","Disaster","Other","Total for top requests","(Housing & Shelter) Shelters","(Housing & Shelter) Low-cost housing","(Housing & Shelter) Home repair/ maintenance","(Housing & Shelter) Rent assistance","(Housing & Shelter) Mortgage assistance","(Housing & Shelter) Landlord/ tenant issues","(Housing & Shelter) Contacts","(Housing & Shelter) Other housing & shelter","(Food) Help buying food","(Food) Food pantries","(Food) Soup kitchens & Meals to-go","(Food) Feeding children","(Food) Home-delivered meals","(Food) Holiday meals","(Food) Contacts","(Food) Other food","(Utilities) Electric","(Utilities) Gas","(Utilities) Water","(Utilities) Heating fuel","(Utilities) Utility payment plans","(Utilities) Phone/internet","(Utilities) Contacts","(Utilities) Other utilities","(Healthcare & COVID-19) Health insurance","(Healthcare & COVID-19) Medical expense assistance","(Healthcare & COVID-19) Medical providers","(Healthcare & COVID-19) Dental & eye care","(Healthcare & COVID-19) Prescription medications","(Healthcare & COVID-19) Nursing homes & adult care","(Healthcare & COVID-19) Death related","(Healthcare & COVID-19) Public health & safety","(Healthcare & COVID-19) COVID testing","(Healthcare & COVID-19) COVID vaccination","(Healthcare & COVID-19) All other COVID","(Healthcare & COVID-19) Other health services","(Healthcare & COVID-19) Contacts","(Healthcare & COVID-19) Other healthcare","(Mental Health & Addictions) Substance abuse & addictions","(Mental Health & Addictions) Marriage & family","(Mental Health & Addictions) Crisis intervention & suicide","(Mental Health & Addictions) Mental health services","(Mental Health & Addictions) Mental health facilities","(Mental Health & Addictions) Other mental health & addictions","(Employment & Income) Job search","(Employment & Income) Job development","(Employment & Income) Unemployment benefits","(Employment & Income) Tax preparation","(Employment & Income) Financial assistance","(Employment & Income) Money management","(Employment & Income) Contacts","(Employment & Income) Other employment & income","(Clothing & Household) Clothing","(Clothing & Household) Personal hygiene products","(Clothing & Household) Appliances","(Clothing & Household) Home furnishings","(Clothing & Household) Thrift shops","(Clothing & Household) Seasonal/ holiday","(Clothing & Household) Contacts","(Clothing & Household) Other clothing & household","(Child Care & Parenting) Child care","(Child Care & Parenting) Parenting","(Child Care & Parenting) Family support services","(Child Care & Parenting) Other child care & parenting","(Government & Legal) Legal assistance","(Government & Legal) Child & family law","(Government & Legal) Immigration assistance","(Government & Legal) Government","(Government & Legal) Contacts","(Government & Legal) Other government & legal","(Transportation Assistance) Medical transportation","(Transportation Assistance) Public transportation","(Transportation Assistance) Automobile assistance","(Transportation Assistance) Long-distance travel","(Transportation Assistance) Ride share services","(Transportation Assistance) Bike programs","(Transportation Assistance) Contacts","(Transportation Assistance) Other transportation assistance","(Education) Early childhood education","(Education) Adult education","(Education) Literacy","(Education) ESL/ citizenship","(Education) Tutoring","(Education) School supplies","(Education) Scholarships & aid","(Education) Other education providers","(Education) Contacts","(Education) Other education","(Disaster) Food/ water","(Disaster) Housing/ shelter","(Disaster) Transportation/ fuel","(Disaster) Health/ safety","(Disaster) Financial assistance","(Disaster) Disaster relief services","(Disaster) Contacts","(Disaster) Other disaster","(Other) Agency & other contact information","(Other) Community development & enrichment","(Other) Volunteering & donations","(Other) Support & advocacy","(Other) Complaints","(Other) Special population services","(Other) Special populations","(Other) All other requests"
"549","Calumet","Feb 1, 2021-Feb 28, 2021",16,3,7,59,5,10,1,0,10,7,0,3,8,129,4,2,0,10,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,36,15,0,3,1,0,2,0,0,3,0,0,0,1,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,2
"550","Crawford","Jul 1, 2021-Jul 31, 2021",1,0,0,2,10,1,0,0,0,2,0,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"551","Washington","Oct 1, 2020-Oct 31, 2020",50,11,9,296,284,5,1,0,13,3,0,1,20,693,17,10,3,15,3,2,0,0,4,7,0,0,0,0,0,0,6,0,1,0,0,2,0,0,4,0,10,1,0,5,0,3,244,0,12,16,0,1,10,0,159,112,3,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,1,0,3,0,4
"552","Juneau","Oct 1, 2019-Oct 31, 2019",13,0,5,1,1,0,0,0,3,3,0,0,2,28,0,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"553","Lafayette","Jul 1, 2019-Jul 31, 2019",1,0,4,3,0,0,0,0,2,2,0,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"554","Trempealeau","Feb 1, 2020-Feb 29, 2020",5,1,2,3,8,1,0,0,5,1,0,0,5,31,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
"555","Rock","Oct 1, 2020-Oct 31, 2020",150,33,31,127,26,22,26,1,19,15,0,7,45,502,27,23,12,78,1,9,0,0,4,28,0,0,0,1,0,0,21,3,4,1,0,2,0,0,7,1,5,0,0,23,0,22,29,0,17,23,0,0,12,0,5,9,0,0,5,0,5,0,4,1,2,5,11,3,4,4,0,3,0,1,1,0,0,0,5,4,0,5,5,0,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,17,0,7,2,4,1,0,14
"556","La Crosse","Jul 1, 2019-Jul 31, 2019",66,25,35,78,277,16,12,1,80,28,3,6,163,790,13,13,8,24,3,4,0,1,4,12,4,0,1,0,1,3,30,2,0,0,0,2,0,1,5,3,18,11,0,25,1,0,0,0,0,7,8,0,23,2,231,16,5,0,7,0,0,1,3,5,0,0,5,1,4,1,1,0,0,0,1,0,0,0,11,8,0,26,35,0,5,7,15,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,5,13,26,7,9,1,18,0,89
"557","Jackson","Aug 1, 2020-Aug 31, 2020",15,2,2,6,11,1,0,0,5,2,1,0,1,46,2,6,3,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,1,1,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"558","Dane","Jun 1, 2021-Jun 30, 2021",534,180,86,278,157,141,95,11,97,126,4,14,138,1861,104,127,19,238,13,25,0,8,17,135,16,1,8,1,0,2,53,1,13,2,1,15,1,0,25,8,10,11,7,53,9,0,29,32,14,9,71,0,78,2,26,43,8,0,14,1,36,11,15,59,3,2,30,22,22,20,1,0,0,0,11,0,0,0,29,10,2,19,37,0,5,43,73,3,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,3,0,2,8,0,0,1,49,12,19,13,4,16,0,25
"559","Oconto","Oct 1, 2021-Oct 31, 2021",2,0,3,6,5,1,1,0,3,0,0,1,9,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,6
"560","Trempealeau","Aug 1, 2020-Aug 31, 2020",6,1,7,9,6,4,3,0,3,2,0,0,3,44,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,1,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"561","Shawano","Nov 1, 2019-Nov 30, 2019",2,1,0,2,1,2,0,1,2,1,0,0,4,16,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"562","Jackson","Feb 1, 2020-Feb 29, 2020",3,0,0,2,2,1,0,0,3,1,0,0,2,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"563","Dunn","Sep 1, 2021-Sep 30, 2021",24,3,1,7,14,2,1,0,1,6,0,2,9,70,9,4,2,5,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,0,4,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,1,0,0,0,3
"564","La Crosse","Dec 1, 2020-Dec 31, 2020",66,30,21,106,358,20,12,0,87,23,0,6,69,798,10,9,2,35,4,5,0,1,7,14,2,0,4,3,0,0,15,0,0,5,0,1,0,0,15,3,10,3,0,15,0,8,21,0,12,19,0,0,36,0,282,38,2,0,5,0,4,2,6,2,0,1,6,1,1,0,2,2,0,0,0,0,0,0,10,2,0,23,52,0,1,4,10,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,21,14,5,4,0,3,0,22
"565","Brown","Aug 1, 2021-Aug 31, 2021",172,14,69,92,49,17,13,3,44,15,6,31,62,587,58,44,7,53,3,7,0,0,9,5,0,0,0,0,0,0,46,1,12,0,1,5,2,2,4,3,5,4,0,17,1,0,11,10,8,6,23,0,32,0,5,11,1,0,5,0,1,2,8,1,0,0,8,1,0,2,2,0,0,0,3,0,0,0,10,1,0,17,15,1,3,4,6,0,0,0,0,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,30,0,0,1,27,0,1,4,1,9,0,20
"566","Pierce","Aug 1, 2021-Aug 31, 2021",14,2,3,5,2,0,1,0,3,0,0,0,7,37,4,3,2,5,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0
"567","Lafayette","Dec 1, 2020-Dec 31, 2020",3,0,2,3,1,2,0,2,2,1,0,0,3,19,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"568","Langlade","May 1, 2021-May 31, 2021",5,2,0,7,0,2,0,0,0,0,0,0,3,19,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"569","Rusk","Jul 1, 2020-Jul 31, 2020",5,0,5,1,3,0,0,0,2,0,0,0,1,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"570","Kenosha","May 1, 2020-May 31, 2020",51,10,9,210,33,13,0,0,17,2,0,5,64,414,8,5,2,28,2,6,0,0,1,7,0,0,2,0,0,0,9,0,0,0,0,0,0,0,3,0,23,0,1,4,0,16,74,0,82,6,0,1,21,0,5,7,0,0,1,0,0,3,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,49,2,2,1,1,0,0,9
"571","Jefferson","Aug 1, 2019-Aug 31, 2019",16,4,2,3,13,0,0,0,5,2,0,0,7,52,2,6,0,8,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4
"572","Portage","Dec 1, 2019-Dec 31, 2019",44,29,7,17,7,7,20,1,13,9,0,0,27,181,11,8,2,18,3,1,0,1,2,14,1,0,4,8,0,0,2,0,2,1,0,2,0,0,4,0,5,4,0,4,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,1,3,2,0,0,0,5,0,1,5,0,9,0,0,1,0,0,0,3,0,0,0,10,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,0,2,2,0,6
"573","Vilas","Jun 1, 2020-Jun 30, 2020",3,1,2,1,1,3,0,0,8,0,0,0,1,20,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"574","Taylor","Mar 1, 2020-Mar 31, 2020",4,0,3,7,1,1,0,0,1,0,0,0,3,20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"575","Portage","Jul 1, 2020-Jul 31, 2020",65,27,21,76,16,95,18,2,25,12,1,7,36,401,8,16,5,27,4,5,0,0,3,22,0,0,1,0,0,1,12,1,2,0,0,4,0,2,3,1,4,0,3,9,0,5,32,0,11,8,0,0,8,0,4,3,1,0,4,0,3,67,17,3,0,1,8,4,2,3,1,0,0,0,2,0,0,0,3,1,0,9,11,1,3,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,12,3,3,4,1,9,0,4
"576","Marquette","Mar 1, 2021-Mar 31, 2021",1,0,4,18,0,1,1,0,0,0,0,1,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
"577","Adams","May 1, 2021-May 31, 2021",12,0,3,18,7,4,0,0,3,4,0,0,4,55,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,11,0,5,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
"578","Dunn","Nov 1, 2019-Nov 30, 2019",10,0,2,4,6,4,4,1,1,5,0,0,8,45,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4
"579","Menominee","Sep 1, 2020-Sep 30, 2020",1,0,0,0,7,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"580","Shawano","Sep 1, 2021-Sep 30, 2021",12,0,3,17,12,4,0,0,1,0,0,6,6,61,4,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,2,1,7,0,3,0,3,4,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3
"581","St. Croix","Aug 1, 2019-Aug 31, 2019",6,6,5,1,3,0,0,0,0,1,0,0,8,30,3,0,0,2,1,0,0,0,2,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,3
"582","Rusk","Dec 1, 2019-Dec 31, 2019",0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","Barron","Feb 1, 2020-Feb 29, 2020",14,1,2,1,2,2,0,0,1,4,1,0,5,33,3,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1
"584","Eau Claire","Nov 1, 2019-Nov 30, 2019",28,6,6,17,54,8,4,1,11,4,0,0,26,165,12,1,3,11,1,0,0,0,2,3,1,0,0,0,0,0,2,0,0,3,0,1,0,0,7,2,2,2,1,3,0,0,0,0,0,0,0,0,13,0,29,8,4,0,0,0,0,0,7,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,5,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,2,0,15
"585","Marquette","Jul 1, 2019-Jul 31, 2019",1,0,1,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"586","Sawyer","Feb 1, 2020-Feb 29, 2020",0,0,2,0,2,2,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"587","Sawyer","Aug 1, 2020-Aug 31, 2020",0,1,2,15,3,1,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"588","Manitowoc","Jan 1, 2021-Jan 31, 2021",31,4,7,82,12,2,1,0,2,3,0,1,8,153,3,9,1,16,2,0,0,0,1,3,0,0,0,0,0,0,3,2,0,2,0,0,0,0,1,0,0,0,1,1,0,3,45,24,6,1,0,0,5,0,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4
"589","Polk","Nov 1, 2020-Nov 30, 2020",24,6,6,29,3,2,1,0,5,1,0,2,8,87,4,2,0,12,2,1,0,3,1,4,1,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,15,0,6,2,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,2
"590","Marquette","Dec 1, 2020-Dec 31, 2020",15,4,2,8,1,0,1,0,2,0,0,0,1,34,1,4,0,9,0,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"591","Forest","Mar 1, 2020-Mar 31, 2020",2,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"592","Barron","Aug 1, 2020-Aug 31, 2020",8,1,4,26,4,1,0,0,3,0,0,0,5,52,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,7,0,8,5,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
"593","Vilas","Apr 1, 2021-Apr 30, 2021",4,0,2,13,8,3,1,0,1,0,0,3,2,37,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,6,0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
"594","Door","Feb 1, 2021-Feb 28, 2021",13,0,4,9,1,2,0,0,1,1,0,1,3,35,1,3,0,6,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
